name;reference product;database;unit;production amount;location;code;activity type;ISIC_num;ISIC_name;CPC_num;CPC_name;prod_category;prod_sub_category
market for rare earth oxide concentrate, 70% REO;rare earth oxide concentrate, 70% REO;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;337dfb767bd83ad05cd3a91d812cd04b;market activity;7290;Mining of other non-ferrous metal ores;34290;Compounds of rare earth metals, of yttrium or of scandium;Chemical;Chemical products
market for samarium-europium-gadolinium oxide;samarium-europium-gadolinium oxide;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;c31a19ca95b1cad5376a5536bd9bfa9d;market activity;7290;Mining of other non-ferrous metal ores;34290;Compounds of rare earth metals, of yttrium or of scandium;Chemical;Chemical products
market for phosphate rock, beneficiated;phosphate rock, beneficiated;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;5fc5f4ad7af6554959c68329538a1d27;market activity;8910;Mining of chemical and fertilizer minerals;34629;Other phosphatic fertilizers, n.e.c.;Chemical;Chemical products
market for polyvinylfluoride, film;polyvinylfluoride, film;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;f7626f7b7d0f5c52de4029c40a54bbcd;market activity;22200;Manufacture of plastics products;36330;Plates, sheets, film, foil and strip, of plastics, not self-adhesive, non-cellular and not reinforced, laminat[…];PlastRub;Plastics & rubber products
market for heavy fuel oil;heavy fuel oil;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;b2891a096d2f1aec6defd2d7a6d8adcb;market activity;19200;Manufacture of refined petroleum products;33370;Fuel oils n.e.c.;OreMinFuel;Ores, minerals & fuels
market for stockpiling of anode slime from electrorefining of copper, anode;stockpiling of anode slime from electrorefining of copper, anode;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;607239a9102d67d7108e464c65998c95;market activity;24200;Manufacture of basic precious and other non-ferrous metals;40000;Metal products, machinery and equipment;MetalAlloy;Basic metals & alloys, their semi-finished products
market for petrol, unleaded;petrol, unleaded;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;6f5d59dbe4e4d5d7ad8b4bf19963cf56;market activity;19200;Manufacture of refined petroleum products;33300;"Petroleum oils and oils obtained from bituminous materials, other than crude; preparations n.e.c. containing by […]";OreMinFuel;Ores, minerals & fuels
market for cottonseed oil, refined;cottonseed oil, refined;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;21852c4e242046354e887a60ad34d612;market activity;10400;Manufacture of vegetable and animal oils and fats;21682;Cottonseed oil, refined;ProcBio;Food & beverages, animal feed
market for powertrain, for electric passenger car;powertrain, for electric passenger car;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;e56e73e2509e29d118cff4d782cc563a;market activity;27100;Manufacture of electric motors, generators, transformers and electricity di;46960;"Parts for the goods of subclasses 46910, 46921 and 46929; electrical parts n.e.c. of machinery or apparatus";MachElecTrans;Metal/electronic equipments & parts
market for phthalimide-compound;phthalimide-compound;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;eac906448096288e0bcdb340079248fe;market activity;20210;Manufacture of pesticides and other agrochemical products;34662;Fungicides;Chemical;Chemical products
market for calcium borates;calcium borates;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;4a61290db042f90ac7e28c9428ccd272;market activity;8910;Mining of chemical and fertilizer minerals;34600;Fertilizers and pesticides;Chemical;Chemical products
market for alkyl sulphate (C12-14);alkyl sulphate (C12-14);ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;19ba82dbb118b9ee29465698402c27ec;market activity;20230;Manufacture of soap and detergents, cleaning and polishing preparations, pe;35310;Organic surface active agents, except soap;Chemical;Chemical products
market for polyurethane, flexible foam;polyurethane, flexible foam;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;c677cbb539471e96d0fcef9ae05893fa;market activity;20130;Manufacture of plastics and synthetic rubber in primary forms;34740;"Polyacetals, other polyethers and epoxide resins, in primary forms; polycarbonates, alkyd resins, polyallyl es[…]";PlastRub;Plastics & rubber products
market for methyl acrylate;methyl acrylate;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;64f170c7a9a2a409dae1b83ad7eaa4f3;market activity;20110;Manufacture of basic chemicals;34140;Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […];Chemical;Chemical products
market for tilapia feed, 24-28% protein;tilapia feed, 24-28% protein;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;fb3e1542af3742d3c552922bc5243917;market activity;10800;Manufacture of prepared animal feeds;23310;Preparations used in animal feeding;ProcBio;Food & beverages, animal feed
market for charger, electric passenger car;charger, electric passenger car;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;ded06c634985a223504c8bdd47bd12be;market activity;27900;Manufacture of other electrical equipment;46400;Accumulators, primary cells and primary batteries, and parts thereof;MachElecTrans;Metal/electronic equipments & parts
market for uranium, in yellowcake;uranium, in yellowcake;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;a845aee228e8267b9b7b6c6fdcd9d13a;market activity;7210;Mining of uranium and thorium ores;13000;Uranium and thorium ores and concentrates;OreMinFuel;Ores, minerals & fuels
market for esters of versatic acid;esters of versatic acid;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;1fe1d43e8f135ba76719266dfe3f36db;market activity;20110;Manufacture of basic chemicals;34100;Basic organic chemicals;Chemical;Chemical products
market for biomethane, high pressure;biomethane, high pressure;ecoinvent-3.9.1-cutoff;cubic meter;1.0;RoW;4f192c25752e78ad78f492c8ca819a65;market activity;35200;"Manufacture of gas; distribution of gaseous fuels through mains";17200;Coal gas, water gas, producer gas and similar gases, other than petroleum gases and other gaseous hydrocarbons;OreMinFuel;Ores, minerals & fuels
market for fraction 1 from naphtha separation;fraction 1 from naphtha separation;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;9eabe293c2b234a56febae8b0c24fd96;market activity;19200;Manufacture of refined petroleum products;34100;Basic organic chemicals;Chemical;Chemical products
market for prohexadione calcium;prohexadione calcium;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;2cdaeccc8bbd89429024ab5cfc18719f;market activity;20110;Manufacture of basic chemicals;34663;Herbicides, anti-sprouting products and plant-growth regulators;Chemical;Chemical products
market for magnetite;magnetite;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;af157c8354816b1c9a1394515062c88e;market activity;20220;Manufacture of paints, varnishes and similar coatings, printing ink and mas;35130;Printing ink;Chemical;Chemical products
market for white asparagus;white asparagus;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;648ca6a8c91e72725e28da0c8b6770d9;market activity;1130;Growing of vegetables and melons, roots and tubers;1211;Asparagus;AgriForeAnim;Agricultural & forestry products
market for ammonium thiocyanate;ammonium thiocyanate;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;19491c1e22a309caedebc2cf3bd5f053;market activity;20110;Manufacture of basic chemicals;34270;"Cyanides, cyanide oxides and complex cyanides; fulminates, cyanates and thiocyanates; silicates; borates; perb[…]";Chemical;Chemical products
market for sand-lime brick;sand-lime brick;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;2706c72e9fd70ec905b3b3c565410e6e;market activity;23950;Manufacture of articles of concrete, cement and plaster;37540;Tiles, flagstones, bricks and similar articles, of cement, concrete or artificial stone;GlasNonMetal;Glass & other non-metallic products
market for electrostatic paint;electrostatic paint;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;9291eac91d350e0a56be6f433a25ad3a;market activity;20220;Manufacture of paints, varnishes and similar coatings, printing ink and mas;35110;Paints and varnishes and related products;Chemical;Chemical products
market for daminozide;daminozide;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;db6cb8bd6ce7414cf5ff72a1c1b00eac;market activity;20110;Manufacture of basic chemicals;34663;Herbicides, anti-sprouting products and plant-growth regulators;Chemical;Chemical products
market for styrene-acrylonitrile copolymer;styrene-acrylonitrile copolymer;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;b514dd013a92ede4431098a60d8e8c69;market activity;20130;Manufacture of plastics and synthetic rubber in primary forms;34720;Polymers of styrene, in primary forms;PlastRub;Plastics & rubber products
market for agricultural machinery, unspecified;agricultural machinery, unspecified;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;f3d52a0206e1917e9e9121d03919bfb8;market activity;28210;Manufacture of agricultural and forestry machinery;44100;Agricultural or forestry machinery and parts thereof;MachElecTrans;Metal/electronic equipments & parts
market for rye grain;rye grain;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;02b09b70496df18e9d6274438fc679f7;market activity;1110;Growing of cereals (except rice), leguminous crops and oil seeds;1162;Rye, other;AgriForeAnim;Agricultural & forestry products
market for aluminium removed by drilling, computer numerical controlled;aluminium removed by drilling, computer numerical controlled;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;f7d5cd7e1f2dfe51cf6b50752f98ada2;market activity;25920;"Treatment and coating of metals; machining";39363;Waste and scrap of aluminium;AgriForeAnim;Agricultural & forestry products
market for ethyl acetate;ethyl acetate;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;c9987e7e2a4e4e4a61e9ad6b871f73b5;market activity;20110;Manufacture of basic chemicals;34120;"Industrial monocarboxylic fatty acids; acid oils from refining";Chemical;Chemical products
market for nickel sulfate;nickel sulfate;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;d8ba411ea8ac325a4c0b63e1db9b2fed;market activity;7290;Mining of other non-ferrous metal ores;34240;"Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";Chemical;Chemical products
market for carrot seed, Swiss integrated production, at farm;carrot seed, Swiss integrated production, at farm;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;4b996bcd1f356b41865616e8439b2333;market activity;1130;Growing of vegetables and melons, roots and tubers;1260;Vegetable seeds, except beet seeds;AgriForeAnim;Agricultural & forestry products
market for solder, bar, Sn63Pb37, for electronics industry;solder, bar, Sn63Pb37, for electronics industry;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;f26da46ccc05775ce0a71c6a5a75acc9;market activity;20290;Manufacture of other chemical products n.e.c.;42950;Wire, rods, tubes, plates, electrodes and similar products, of base metal or of metal carbides, coated or core[…];ProcBio;Food & beverages, animal feed
market for methylcyclohexane;methylcyclohexane;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;def0fbcd88fb13581289f630c88f4eab;market activity;20110;Manufacture of basic chemicals;34110;Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives;Chemical;Chemical products
market for praseodymium-neodymium oxide;praseodymium-neodymium oxide;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;c5301ace4786c8eea2e8d412fd268f30;market activity;7290;Mining of other non-ferrous metal ores;34290;Compounds of rare earth metals, of yttrium or of scandium;Chemical;Chemical products
market for hay, organic, intensive;hay, organic, intensive;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;7baeb4ddb2151becad8e59dcbc22d8cc;market activity;1190;Growing of other non-perennial crops;1919;Forage products, n.e.c.;AgriForeAnim;Agricultural & forestry products
market for jute plant, harvested;jute plant, harvested;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;8dae98bf86fa5271c78942d668f6948a;market activity;1160;Growing of fibre crops;1922;Jute, kenaf, and other textile bast fibres, raw or retted, except flax, true hemp and ramie;AgriForeAnim;Agricultural & forestry products
market for 4-tert-butyltoluene;4-tert-butyltoluene;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;809850cb8729ba9ed956f6e7b6c49780;market activity;20110;Manufacture of basic chemicals;34100;Basic organic chemicals;Chemical;Chemical products
market for sulfur dichloride;sulfur dichloride;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;263c75bcf7764e076e48cd3517b65ac9;market activity;20110;Manufacture of basic chemicals;34200;Basic inorganic chemicals n.e.c.;Chemical;Chemical products
market for fluorescent whitening agent, distyrylbiphenyl type;fluorescent whitening agent, distyrylbiphenyl type;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;203449e2f4a62d5e07e1ead9daff6c3d;market activity;20110;Manufacture of basic chemicals;34310;"Synthetic organic colouring matter and preparations based thereon; synthetic organic products of a kind used a[…]";Chemical;Chemical products
market for textile, knit cotton;textile, knit cotton;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;94f0a61870d567d63a9617dfe8f0aea1;market activity;13910;Manufacture of knitted and crocheted fabrics;28190;Other knitted or crocheted fabrics;ProcBio;Textile
market for lutetium oxide;lutetium oxide;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;3caae3d36292eedb0cb6f566e9a27753;market activity;7290;Mining of other non-ferrous metal ores;34290;Compounds of rare earth metals, of yttrium or of scandium;Chemical;Chemical products
market for benzaldehyde;benzaldehyde;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;66fda7a7c99ca80a93d84189caad968e;market activity;20110;Manufacture of basic chemicals;34170;Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…];Chemical;Chemical products
market for monoethanolamine;monoethanolamine;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;1d95a9865e5ecb049eb64f6823865078;market activity;20110;Manufacture of basic chemicals;34150;"Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]";Chemical;Chemical products
market for sewage sludge, dried;sewage sludge, dried;ecoinvent-3.9.1-cutoff;kilogram;-1.0;RoW;ee00cbb70fdbb040f04ef43047405a93;market activity;23940;Manufacture of cement, lime and plaster;39920;Sewage sludge;AgriForeAnim;Agricultural & forestry products
market for switch, toggle type;switch, toggle type;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;74043d7eb0f56aed31b71917ed967095;market activity;26100;Manufacture of electronic components and boards;47100;"Electronic valves and tubes; electronic components; parts thereof";MachElecTrans;Metal/electronic equipments & parts
market for three and five layered board;three and five layered board;ecoinvent-3.9.1-cutoff;cubic meter;1.0;RoW;a9b8787ddd5404b6abd259278c6d0c0d;market activity;16210;Manufacture of veneer sheets and wood-based panels;31411;Plywood consisting solely of sheets, of coniferous wood;ProcBio;Wood, straw & cork
market for broccoli;broccoli;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;cd6ff80dcb82bb6fffe8be574a9d7429;market activity;1130;Growing of vegetables and melons, roots and tubers;1213;Cauliflowers and broccoli;AgriForeAnim;Agricultural & forestry products
market for magnesium oxide;magnesium oxide;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;eb94e20c0297117949e1bddd83d7cc05;market activity;7290;Mining of other non-ferrous metal ores;14290;Other non-ferrous metal ores and concentrates (other than uranium or thorium ores and concentrates);OreMinFuel;Ores, minerals & fuels
market for anode, paste, for aluminium electrolysis;anode, paste, for aluminium electrolysis;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;7ff5561957830c3f8b5494ae89e24e5f;market activity;27900;Manufacture of other electrical equipment;46950;Carbon electrodes, carbon brushes, lamp carbons, battery carbons and other articles of graphite or other carbo[…];MachElecTrans;Metal/electronic equipments & parts
market for aluminium sulfate, without water, in 4.33% aluminium solution state;aluminium sulfate, without water, in 4.33% aluminium solution state;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;47cdfe57dee039faa69a9ae1a20ce71a;market activity;20110;Manufacture of basic chemicals;34240;"Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";Chemical;Chemical products
market for trichloropropane;trichloropropane;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;a726bc2f42c7e42b5e076b0c669d5ee7;market activity;20110;Manufacture of basic chemicals;34100;Basic organic chemicals;Chemical;Chemical products
market for graphic paper, 100% recycled;graphic paper, 100% recycled;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;20c34a745da0dfde20ce5120bcf7dd03;market activity;17010;Manufacture of pulp, paper and paperboard;32129;Other uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, and punch[…];ProcBio;Pulp & paper
market for integrated circuit, memory type;integrated circuit, memory type;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;cb8530747b22cf413b4a58bb4b8cdaa9;market activity;26100;Manufacture of electronic components and boards;47160;Electronic integrated circuits;MachElecTrans;Metal/electronic equipments & parts
market for polystyrene, expandable;polystyrene, expandable;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;20dfcb3fcac7e2fe995c18193c35ff9f;market activity;20130;Manufacture of plastics and synthetic rubber in primary forms;34720;Polymers of styrene, in primary forms;PlastRub;Plastics & rubber products
market for potassium hydroxide;potassium hydroxide;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;5eb2dfae38d434272bbf89b4b3acd5be;market activity;20110;Manufacture of basic chemicals;34231;"Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";Chemical;Chemical products
market for soybean;soybean;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;8811d20c7cbaece9abf30ba053be05b7;market activity;1110;Growing of cereals (except rice), leguminous crops and oil seeds;1412;Soya beans, other;AgriForeAnim;Agricultural & forestry products
market for bisphenol A, powder;bisphenol A, powder;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;6c7dbe385af932d9beaf7bec1e1acb84;market activity;20110;Manufacture of basic chemicals;34139;Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…];Chemical;Chemical products
market for fish freezing, small fish;fish freezing, small fish;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;4e499b344e793337e882f3698445019f;market activity;10200;Processing and preserving of fish, crustaceans and molluscs;21222;Fish fillets, frozen;ProcBio;Food & beverages, animal feed
market for natural stone plate, grounded;natural stone plate, grounded;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;ae02a6e720d34dafe4d7b23e483f37aa;market activity;23960;Cutting, shaping and finishing of stone;37690;"Other worked monumental or building stone and articles thereof; other artificially coloured granules, chipping[…]";GlasNonMetal;Glass & other non-metallic products
market for stalk;stalk;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;808f0bebcaf124ff0e28769ffb9e4d3a;market activity;13110;Preparation and spinning of textile fibres;1920;Fibre crops;AgriForeAnim;Agricultural & forestry products
market for onion;onion;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;b302ef4326f4fbeab957fa3a2475d18f;market activity;1130;Growing of vegetables and melons, roots and tubers;1253;Onions;AgriForeAnim;Agricultural & forestry products
market for maneb;maneb;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;6cc7639016af711f8ff6673637f63b0b;market activity;20110;Manufacture of basic chemicals;34662;Fungicides;Chemical;Chemical products
market for dried roughage store, air dried, solar;dried roughage store, air dried, solar;ecoinvent-3.9.1-cutoff;cubic meter;1.0;GLO;4759ac630b8982975b11cf4d2d210a04;market activity;41000;Construction of buildings;53121;Industrial buildings;Construction;Construction
market for aluminium sulfate, powder;aluminium sulfate, powder;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;305770a5cd853ebd8b6b640ee7529b2a;market activity;20110;Manufacture of basic chemicals;34240;"Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";Chemical;Chemical products
market for argon, liquid;argon, liquid;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;332b08ae55f82bc8af3367ada48e4b8d;market activity;20110;Manufacture of basic chemicals;34210;"Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";Chemical;Chemical products
market for potato;potato;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;b9a9237cc25ac3cfe4585e3135427e1f;market activity;1130;Growing of vegetables and melons, roots and tubers;1510;Potatoes;AgriForeAnim;Agricultural & forestry products
market for sawnwood, paraná pine, dried (u=10%);sawnwood, paraná pine, dried (u=10%);ecoinvent-3.9.1-cutoff;cubic meter;1.0;RoW;b845e03311dcb7f4c4cdae96748f6529;market activity;16100;Sawmilling and planing of wood;31101;Wood, sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6 mm, of coniferous wood;ProcBio;Wood, straw & cork
market for bitumen adhesive compound, cold;bitumen adhesive compound, cold;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;66b9d2c86836e95212702a8621c42f22;market activity;23990;Manufacture of other non-metallic mineral products n.e.c.;37940;Bituminous mixtures based on natural and artificial stone materials and bitumen, natural asphalt or related su[…];GlasNonMetal;Glass & other non-metallic products
market for magnesium, for reuse in hafnium sponge production;magnesium, for reuse in hafnium sponge production;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;ebf922b54e6bdb28dd1e01edddf1d47f;market activity;24200;Manufacture of basic precious and other non-ferrous metals;41601;Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];MetalAlloy;Basic metals & alloys, their semi-finished products
market for butyldiglycol acetate;butyldiglycol acetate;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;c7b7495089151d927d7fe6f2ec53532d;market activity;20110;Manufacture of basic chemicals;34170;Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…];Chemical;Chemical products
market for propyl amine;propyl amine;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;85f071087c45928654cc97d14c3d465a;market activity;20110;Manufacture of basic chemicals;34150;"Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]";Chemical;Chemical products
market for C3 hydrocarbon mixture;C3 hydrocarbon mixture;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;14f38952361f9a77c5d86fed4c3a0b52;market activity;19200;Manufacture of refined petroleum products;33420;Ethylene, propylene, butylene, butadiene and other petroleum gases or gaseous hydrocarbons, except natural gas;OreMinFuel;Ores, minerals & fuels
market for navy bean;navy bean;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;1b8a30f238981b93f41c4e994cf56214;market activity;1110;Growing of cereals (except rice), leguminous crops and oil seeds;1243;Broad beans and horse beans, green;AgriForeAnim;Agricultural & forestry products
market for whey;whey;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;82bcd67307aa7d775b264e32dd185e3d;market activity;10500;Manufacture of dairy products;22130;Whey;ProcBio;Food & beverages, animal feed
market for mulberry leaves;mulberry leaves;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;03bafc7f28ab27fe6bec6f4d1b282d0c;market activity;1270;Growing of beverage crops;1353;Raspberries, blackberries, mulberries and loganberries;AgriForeAnim;Agricultural & forestry products
market for hydroquinone;hydroquinone;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;775d4acf58ffc6164e5222323bbb0348;market activity;20110;Manufacture of basic chemicals;34139;Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…];Chemical;Chemical products
market for dairy;dairy;ecoinvent-3.9.1-cutoff;cubic meter;1.0;GLO;b2acdb9d5e57f16a3a2e152d5a6ff213;market activity;41000;Construction of buildings;53121;Industrial buildings;Construction;Construction
market for polystyrene foam slab, 10% recycled;polystyrene foam slab, 10% recycled;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;a2694f60fef1087b50a2caa4fb1c602d;market activity;22200;Manufacture of plastics products;36300;Semi-manufactures of plastics;PlastRub;Plastics & rubber products
market for paper, newsprint;paper, newsprint;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;b10c8d3b948cbca3a5b2bda0e9b6a409;market activity;17010;Manufacture of pulp, paper and paperboard;32121;Newsprint;ProcBio;Pulp & paper
market for manganese concentrate;manganese concentrate;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;b777031133db83121cd07207d6e67491;market activity;7290;Mining of other non-ferrous metal ores;14290;Other non-ferrous metal ores and concentrates (other than uranium or thorium ores and concentrates);OreMinFuel;Ores, minerals & fuels
market for pear;pear;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;de09bd76fd0a2942041893fc210247d7;market activity;1240;Growing of pome fruits and stone fruits;1342;Pears and quinces;AgriForeAnim;Agricultural & forestry products
market for sheep for slaughtering, live weight;sheep for slaughtering, live weight;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;d2df19ef12ee068bd50836513a74124a;market activity;1440;Raising of sheep and goats;2122;Sheep;AgriForeAnim;Live animal, fish & their products
market for pyrochlore concentrate;pyrochlore concentrate;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;ed0e31e286da2179a138ffe2d6ba7eab;market activity;7290;Mining of other non-ferrous metal ores;14290;Other non-ferrous metal ores and concentrates (other than uranium or thorium ores and concentrates);OreMinFuel;Ores, minerals & fuels
market for wood preservative, organic, outdoor use, no ground contact;wood preservative, organic, outdoor use, no ground contact;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;d36b474c7c6ba22c9d5500bab684775b;market activity;20210;Manufacture of pesticides and other agrochemical products;34500;Miscellaneous basic chemical products;Chemical;Chemical products
market for fish canning, small fish;fish canning, small fish;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;ae64b2926d090b95aa8cc762c98e7c27;market activity;10200;Processing and preserving of fish, crustaceans and molluscs;21200;Prepared and preserved fish, crustaceans, molluscs and other aquatic invertebrates;ProcBio;Food & beverages, animal feed
market for expanded perlite;expanded perlite;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;db2867a51b23fceb9fb852c4f36b2808;market activity;23990;Manufacture of other non-metallic mineral products n.e.c.;37990;Non-metallic mineral products n.e.c. (including mineral wool, expanded mineral materials, worked mica, article[…];GlasNonMetal;Glass & other non-metallic products
market for rare earth carbonate concentrate;rare earth carbonate concentrate;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;d1209a1c88bfcdc9fcb8f31c487f0b3d;market activity;7290;Mining of other non-ferrous metal ores;34290;Compounds of rare earth metals, of yttrium or of scandium;Chemical;Chemical products
market for apricot;apricot;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;5654a1b5c1d011ad4201dc073f484d7b;market activity;1240;Growing of pome fruits and stone fruits;1343;Apricots;AgriForeAnim;Agricultural & forestry products
market for wood chips, dry, measured as dry mass;wood chips, dry, measured as dry mass;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;397615e871d2b0f4e7b09945fc07c4b4;market activity;16210;Manufacture of veneer sheets and wood-based panels;31230;Wood in chips or particles;ProcBio;Wood, straw & cork
market for indium rich leaching residues, from zinc production;indium rich leaching residues, from zinc production;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;6f4a7c6dcf21fff64aa1589a8212659b;market activity;24200;Manufacture of basic precious and other non-ferrous metals;41601;Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];MetalAlloy;Basic metals & alloys, their semi-finished products
market for lignite;lignite;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;3933e1727cffbfaf57e071eb7fd9ae73;market activity;5200;Mining of lignite;11030;Brown coal;OreMinFuel;Ores, minerals & fuels
market for soybean oil, refined;soybean oil, refined;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;e1fe20ef0393a1141c5a4a04e9c4f94c;market activity;10400;Manufacture of vegetable and animal oils and fats;21611;Soya bean oil, crude;ProcBio;Food & beverages, animal feed
market for 2,5-dimethylhexane-2,5-dihydroperoxide;2,5-dimethylhexane-2,5-dihydroperoxide;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;5d803d215dc22df2449eb16876ed5484;market activity;20110;Manufacture of basic chemicals;34150;"Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]";Chemical;Chemical products
