;location;database;code;name;reference product;unit;Hazardous (kg);natural resources;Gallium;Coke;Fluorspar;Rare earth;Indium;Copper;Europium;Tantalum;Vanadium;Latex;Scandium;Phosphate rock;Carbondioxide (kg);Titanium;Palladium;Nickel;Tin;Gold;Recycling (kg);Hydrogen;Electricity;Total (kg);Borates;Antimony;Cement;Strontium;Zirconium;Erbium;Uranium;Landfill (m3);Lithium;Petroleum;Tungsten;Platinum;Dysprosium;Incineration (m3);Hazardous (m3);Gadolinium;Selenium;Radioactive (m3);Natural gas;Incineration (kg);Graphite;Bauxite;Composting (kg);Cerium;Coal(black);Lead;Zinc;Digestion (m3);Silver;Openburning (kg);Cadmium;human health;Helium;Rhodium;Landfill (kg);Holmium;Beryllium;Tellurium;Aluminium;Coal(brown);Cobalt;ecosystem quality;Digestion (kg);Vegetable oil;Total (m3);Sand;Silicon;Magnesium;Water;Chromium;parameters full;log parameters;emptied
b845e03311dcb7f4c4cdae96748f6529;RoW;ei_cutoff_3.9_remind_SSP1-PkBudg500_2040 2025-09-04;b845e03311dcb7f4c4cdae96748f6529;market for sawnwood, paraná pine, dried (u=10%);sawnwood, paraná pine, dried (u=10%);cubic meter;2.9435975290153484;38.93235301124055;1.3284794883327471e-06;74.14000273786793;0.1057730924511973;0.0032473261758044335;0.01903547811028664;0.9502917751169058;0.0;0.0023263211758571957;0.0;0.0011244645589717178;0.0;0.506909293915081;727.2773342250073;0.0291401559297697;2.061344914231477e-06;-3.3968208903327537;0.04566485428978972;1.9132643423772086e-05;12.733470496963522;0.7711689441665129;49.06263502172959;618.0953747876184;0.00370342083255569;-1.4216299860755661e-06;5.6315850620231265;5.049920532637138e-05;0.00019679872124632016;0.0;0.002600016109661928;2.2951169786984028e-08;0.1813334656465268;33.164395564104694;0.0;0.059866040598720895;0.0;2.0656054090782206e-07;1.55231997962309e-05;0.0;9.507301339317947e-12;1.55231997962309e-05;12.535980965521546;4.000581138040166;0.0041637308680370615;2.2857654040918374;0.0168038141643488;2.2950663876696296e-08;7.006527319497071;0.09395265471469849;0.171883993905598;0.0;0.0009231691422997392;0.09200529958159363;3.0370451164134e-05;0.0066453376106575535;6.486355162996415e-05;4.466207656446535e-11;268.5504814478992;0.0;0.0;2.104457074235246e-05;2.3550471101238744;0.21668558395540688;0.004355540529163421;3.815631489801848e-05;0.011344381707711865;0.399404029712086;1.1217862119279935;10.91670179888845;0.09844967551558609;0.06831799102130724;795.3192559436349;0.0004946209141238118;;;
c3ca7fcf1e4022225a7f238a90856d10;GLO;ei_cutoff_3.9_remind_SSP1-PkBudg500_2040 2025-09-04;c3ca7fcf1e4022225a7f238a90856d10;market for phthalic anhydride;phthalic anhydride;kilogram;0.008030737046159548;0.5860690658191818;6.989301846503459e-10;0.07885102081152706;0.0001222801907866748;3.202231885941528e-06;1.0105837408973958e-05;0.0030212964020002306;0.0;2.202751843018846e-06;0.0;9.927027963283595e-07;0.0;0.00020895427636359514;0.14754825444377745;4.150064298468542e-05;2.7606523800902444e-09;-0.008741862994338868;4.937851361675251e-05;6.248407423004904e-08;0.024199032074217974;0.0006341446885951712;0.04111575703001484;0.7411705386912653;3.4767206194335983e-06;-3.908093162559619e-09;0.017970642372698603;1.3849618524063947e-07;1.5247995387352993e-07;0.0;3.459218633444892e-06;2.954134968400518e-11;0.00013957746078423845;0.025336360975560288;0.0;4.750998638066616e-05;0.0;2.658721636635625e-10;2.005777609450762e-08;0.0;1.2667108838799885e-14;2.005777609450762e-08;0.09762456147261453;0.011475546040822411;4.13994090255336e-06;0.004226757033636707;2.4089770851992704e-06;1.7473571271340924e-11;0.11136610751797142;7.676416786039987e-05;0.0004594184614637102;0.0;8.026236814326539e-07;0.000580380747825571;2.884344247212305e-08;4.605152812073573e-06;4.5766605863551065e-07;3.1524308609738426e-14;0.2554121512525607;0.0;0.0;2.0057487202082588e-08;0.003980557587739502;0.0024746234378203984;3.292519846522323e-06;9.87535150538076e-09;1.615147048183247e-06;7.609031614378161e-06;0.0008196974595035403;0.026128643086148366;8.998499766080945e-05;8.01576605765082e-05;0.5980588216881443;5.382384482715777e-07;;;
d83acfba43458f2b1ace32123e313f79;RoW;ei_cutoff_3.9_remind_SSP1-PkBudg500_2040 2025-09-04;d83acfba43458f2b1ace32123e313f79;market for lubricating oil;lubricating oil;kilogram;0.005831619209073083;0.46057611218874556;1.3160200829601908e-09;0.17266678883911976;0.0008117291182653984;1.7343926715757687e-05;1.8746220395627905e-05;0.0049006522274596485;0.0;3.3890302179113167e-06;0.0;1.5639865822981493e-06;0.0;0.02374285242583926;5.787006924044281;0.00019719129074613834;4.048445194816373e-09;-0.017175958539004613;0.0001329270854011385;8.56500144035154e-08;0.046815920292979665;0.0016338064292962698;0.060931883620555995;0.9955600141672262;5.832140422600359e-06;-6.516194801120743e-09;0.024740230203314482;2.6032315043310974e-07;1.440634228621334e-07;0.0;6.099139642352835e-06;5.257312342017515e-11;0.00013071255685736594;0.6795002778621363;0.0;0.000287929363476762;0.0;4.73158140159099e-10;3.570443455827825e-08;0.0;9.056671099705778e-14;3.570443455827825e-08;0.1548662290278469;0.010421449825043198;6.616793355012722e-06;0.006654367320055681;1.6506033033980168e-05;1.6167874877661663e-11;0.04667027390532759;0.00020819735509724035;0.005564511805961682;0.0;1.0426139550582006e-06;0.0006846425184212496;5.30542486396489e-08;2.849642958470198e-06;6.137573503754591e-07;1.0391400712571552e-13;0.3056811842102225;0.0;0.0;3.688950867091225e-08;0.0064597955182879195;0.0007541150062808818;3.84926671406483e-06;1.2361253981167561e-08;1.090296004317634e-05;0.00016583366439238873;0.004910872855981716;0.053246878660016386;0.00016959347734372125;0.00018508348183609764;2.237836212897926;3.467211650361211e-06;;;
e792832186cc7dd78939132f03d8d615;GLO;ei_cutoff_3.9_remind_SSP1-PkBudg500_2040 2025-09-04;e792832186cc7dd78939132f03d8d615;market for cadmium;cadmium;kilogram;0.08677458498120391;0.18599836743887654;6.056338211602308e-09;0.3171636596428544;0.00041420710973564515;1.1020190300475117e-05;8.535782630453317e-05;0.04619474193455242;0.0;9.184906461253818e-06;0.0;4.59950524098581e-06;0.0;0.0012247117337248201;0.9957444795968208;0.0002054322712272383;8.473866273184425e-09;-0.023341413670874216;0.0004691655804083554;9.684009844196233e-08;0.09305642465672549;0.0015760161995787168;3.7141067544917403;2.115295707953503;9.495169255863283e-05;-2.5792620350342323e-05;0.05801933551845046;0.0008842391195727606;1.9316522307400218e-07;0.0;2.0378253244581728e-05;1.8919657408177045e-10;0.00016883227671554376;0.09533805787117675;0.0;0.00015977452080512746;0.0;1.702769272457761e-09;1.3570524364370517e-07;0.0;4.56446631324774e-14;1.3570524364370517e-07;0.19097612326612018;0.3349465251662431;2.076249664051467e-05;0.019948223223505777;2.1426383197222933e-05;2.0284558030540637e-11;0.11869375381117472;0.020594604038443893;1.6293432987109768;0.0;3.7358352328653617e-06;0.0017968169572414637;0.5694098528289216;3.948702019465252e-05;5.518704112393467e-07;6.373609129074319e-14;0.6201883417130694;0.0;0.0;9.097527372984721e-08;0.019766815422167384;0.0011414834377261676;4.087711022800741e-06;1.8377515156112852e-08;1.4404929224603137e-05;2.6372048630380594e-05;0.012206121281669376;0.10531693856811067;0.0005945186383971642;0.0003085697756413531;19.907921917058147;1.671253781007823e-05;;;
85f071087c45928654cc97d14c3d465a;GLO;ei_cutoff_3.9_remind_SSP1-PkBudg500_2040 2025-09-04;85f071087c45928654cc97d14c3d465a;market for propyl amine;propyl amine;kilogram;0.009635046782728422;0.7809737984056621;4.649074680787395e-09;1.0441767002036224;0.015283914820277906;0.0002661366166853365;6.59652174179533e-05;0.012693147046720768;0.0;1.181197552022312e-05;0.0;4.795433919355075e-06;0.0;0.01287768749508769;0.5544742941129346;0.007434396290574614;1.337996872667393e-08;-0.03737202591219262;0.00023691362816936993;2.5971437604087853e-07;0.11072762063511422;0.07064713596883762;0.2050748420622992;2.6317188194203216;1.4782243437628085e-05;-3.4395535447253645e-08;0.06331155854700357;1.1819770926217514e-06;3.920724938511606e-07;0.0;2.065302685501573e-05;1.7405123729379873e-10;0.0003447937722602696;0.40138724527325054;0.0;0.00019121554546039604;0.0;1.5664612329028984e-09;1.1830509063614772e-07;0.0;7.321503887132767e-14;1.1830509063614772e-07;0.5601431551053883;0.021336968157042273;1.9579356759258288e-05;0.02162760165255126;2.0226359244134616e-05;4.174622440613526e-11;1.59409296697287;0.0003692660200249029;0.0033049871937245213;0.0;3.2354497774210372e-06;0.0016052375146220245;1.9520175889059207e-07;1.4802886462859867e-05;1.7869342661009523e-06;9.852336795368904e-14;0.84392844198072;0.0;0.0;1.357577817402649e-07;0.026579160835396014;0.006629657152909222;8.645443725249604e-06;3.2026141908321155e-08;1.359603632397213e-05;2.9299095697580714e-05;0.005661040916232986;0.1252642576180703;0.0005214600867690055;0.0003645679312503606;4.876942581267457;3.018650844554338e-06;;;
c959cba3dc5d033e1f11f262672ab5bb;GLO;ei_cutoff_3.9_remind_SSP1-PkBudg500_2040 2025-09-04;c959cba3dc5d033e1f11f262672ab5bb;market for grass fibre;grass fibre;kilogram;0.0016763613117532288;0.07040188614411345;1.298550851995988e-10;0.13157526819735937;7.805117382839154e-05;2.803135500493567e-06;1.9559764048954455e-06;0.0013177162818114045;0.0;3.991451508425138e-07;0.0;1.1437118760939028e-06;0.0;0.0003824802131558913;0.3202660984531542;6.24552560900911e-05;4.265008234234175e-10;-0.005410545790836002;5.1222107694193534e-05;6.555342976737825e-09;0.030681799831792665;0.00027712880525929123;0.019940320925809038;0.4889983436626134;3.966228409841485e-06;-2.3891361819493973e-09;0.009635955977204496;8.641180233727202e-08;7.189848226177159e-08;0.0;1.3962793806374967e-06;1.283841484302103e-11;6.728546064133003e-05;0.12899417530653468;0.0;7.290245333892859e-05;0.0;1.1554574076121278e-10;8.50813318251306e-09;0.0;3.776016054830979e-15;8.50813318251306e-09;0.015321545879554236;0.005863508101570556;3.8548460142167136e-06;0.0019247748469771323;3.58312079865478e-06;7.889403510186149e-12;0.019893851433654946;0.00021427014139082295;0.00029133262017785384;0.0;5.008541816332737e-07;0.00011620555719015071;3.5557427646003785e-09;5.20557602527901e-06;4.629620006001214e-08;4.065405457864674e-12;0.15923224708339984;0.0;0.0;2.4666319641082953e-09;0.002155931349545643;0.0032479629606011816;1.652081206780431e-06;2.68327507018488e-08;2.4039129759049934e-06;5.634319243863413e-05;0.0010108704894613131;0.01812548117430352;0.00011440718346886035;6.127170808750247e-05;0.34852812834543023;5.117352287318128e-07;;;
fb480c86bf93fa281a8293bf1737091d;GLO;ei_cutoff_3.9_remind_SSP1-PkBudg500_2040 2025-09-04;fb480c86bf93fa281a8293bf1737091d;market for samarium oxide;samarium oxide;kilogram;1.4422619935835692;32.60295750029566;1.1322159075460992e-08;4.38312557046822;0.0021264681339100595;0.5452237475393295;0.0001613420993043314;0.09558185424736965;0.0;3.772498923475352e-05;0.0;1.2303903622070465e-05;0.0;0.003944412998113169;2.618044225918777;0.0009129962817020504;5.22426523066712e-08;-0.2823945180250644;0.0010756056533175553;1.3474366773340899e-06;0.6985956826735108;0.019329269696054016;2.459719349381057;13.754914558386453;9.97029679082852e-05;-9.01691664968457e-06;0.389924041565911;0.00030153833940429895;1.2495261881598095e-06;0.0;5.583082484583114e-05;2.987827070059461e-07;0.001138551133119752;0.34623299098838933;0.0;0.0006049039770477215;0.0;2.689044530011367e-06;0.00012223172599771089;0.0;4.032120172327032e-13;0.00012223172599771089;1.9961186891160332;1.5836159042065514;6.685615972405642e-05;0.09247381366666788;6.090344291920635e-05;1.427821699282901e-10;1.1053659930976127;0.012783181520622588;0.5688966925232616;0.0;1.0663814290148615e-05;0.009120467524761595;3.9367914744470055e-07;6.42959028215259e-05;1.0367290276469917e-05;4.5133868911980576e-13;3.303448020174365;0.0;0.0;2.734755961781678e-07;0.09203983682302666;0.007377712726605194;2.7317508543026903e-05;1.5495999185422698e-07;4.0833077056245384e-05;9.583874861559771e-05;1.3062049800226552;0.7171793985240706;0.001564059932025668;0.005106912110381526;401.47817039832324;1.5621618506026247e-05;;;
ddb83d9b3333ce3cd85f35228f4bd175;GLO;ei_cutoff_3.9_remind_SSP1-PkBudg500_2040 2025-09-04;ddb83d9b3333ce3cd85f35228f4bd175;market for malusil;malusil;kilogram;6.73044455373774e-05;0.010925372575500907;4.277603017194862e-11;0.004210760977522464;5.882435548416109e-06;1.7819626331295685e-07;6.237119531485523e-07;6.835462522123637e-05;0.0;1.0566161527195706e-07;0.0;1.1832027964922073e-07;0.0;2.5615097830832287e-05;0.01336286580398114;1.4199538297195035e-06;9.545121598845368e-11;-0.0002026774146212995;3.0691623299913117e-06;9.51129348701528e-10;0.0004159286188560375;5.001011665399515e-05;0.0017345748656557906;0.03694574268410457;1.6996563084960188e-07;-6.760420374259895e-11;0.00030017877994360526;2.4367478428079384e-09;1.1961613733013937e-08;0.0;2.091915582674545e-07;1.7928020381124785e-12;1.0924552724491179e-05;0.0016411748829786876;0.0;3.585500535769036e-06;0.0;1.6135219344818534e-11;1.2160341995992205e-09;0.0;2.019809675251179e-14;1.2160341995992205e-09;0.00043813777591288994;0.00012013691155567167;2.3732882140010203e-07;0.00015628772233496527;1.3614299334085217e-06;1.3785968352108405e-12;0.0034021916272954974;6.618602533912085e-06;6.960257304638111e-06;0.0;5.1589741352205816e-08;4.8152744514975955e-06;1.7294878693664779e-09;6.601688224278333e-08;3.713886205216144e-09;1.8547765824828162e-14;0.01711798663012972;0.0;0.0;1.2025640859180542e-09;0.00015709482914951991;0.00018133074674454085;2.5831909854474146e-07;1.2692383672343356e-10;9.190850386251727e-07;4.246072421765721e-07;5.173373014641592e-05;0.0006002283251708613;5.190351816229068e-06;4.381956880906018e-06;0.025228960935270123;8.224408004764013e-08;;;
5af832f3a4c6b4a56b3f0197bcd8cf94;RoW;ei_cutoff_3.9_remind_SSP1-PkBudg500_2040 2025-09-04;5af832f3a4c6b4a56b3f0197bcd8cf94;market for methylamine;methylamine;kilogram;0.003613560170642571;0.4250242655167227;8.82951560317789e-10;1.9820639119599508;0.0004157127842999683;9.747677841921346e-06;1.275408752542865e-05;0.005318992682391837;0.0;3.0431113352655625e-06;0.0;1.4476764605536219e-06;0.0;0.0005640763986438054;0.25964333773916504;0.00018526875837618134;4.060764342691779e-09;-0.016841310895217884;0.00013042567008489226;9.989854842598458e-08;0.043451597954295394;0.000806740070947793;0.10104776115145646;1.0471678958577924;5.564141011356957e-06;-8.412478071606403e-09;0.029362642994756223;2.9723159273358683e-07;1.8525841659375686e-07;0.0;4.115548782010772e-06;3.565751148702227e-11;0.00016833890529928617;0.034865978197837336;0.0;8.76192919984756e-05;0.0;3.209176233083881e-10;2.430393412137191e-08;0.0;2.411957739148249e-14;2.430393412137191e-08;2.390062896401024;0.007121341670986245;5.645777246740159e-06;0.007104605673591362;5.236003820422159e-06;2.1331816895566946e-11;0.44906490397595306;0.0001304976053484351;0.0009807852529488317;0.0;1.02384897912301e-06;0.0005905662668160278;3.874577484469397e-08;5.705062865590571e-06;7.556462957885679e-07;4.422892822941791e-14;0.33104545628413207;0.0;0.0;2.6947444788873857e-08;0.006595428547846389;0.0010761575913062088;4.029719998842578e-06;1.3006429325087445e-08;3.5212596344197056e-06;1.0532562668615165e-05;0.002097696826999545;0.12192399081393201;0.0001151298517314626;0.00017790856142547082;3.27440807809033;7.832205022349928e-07;;;
4a61290db042f90ac7e28c9428ccd272;GLO;ei_cutoff_3.9_remind_SSP1-PkBudg500_2040 2025-09-04;4a61290db042f90ac7e28c9428ccd272;market for calcium borates;calcium borates;kilogram;0.0009865580117809024;0.03756566705305385;3.0857153871405265e-10;0.030747856383042994;2.300534981477103e-05;7.357387931993062e-07;4.362225275274797e-06;0.0009394276145995152;0.0;4.712762929558804e-07;0.0;3.266484893703451e-07;0.0;0.00010892253119193913;0.15329273032442842;1.7513215896264353e-05;4.135407373389361e-10;-0.0011554704723596234;1.7447964335304034e-05;3.781008709318667e-09;0.010952476408882512;6.801123956716256e-05;0.029105176829636304;0.16677253954620297;1.115601090081071e-06;-4.664544115392485e-10;0.004835932021977794;1.72587498378963e-08;1.594500470150733e-08;0.0;7.500530971190034e-07;6.597396210177305e-12;1.4514472137542741e-05;0.026989875830198823;0.0;1.3347323075788723e-05;0.0;5.937656957817824e-11;4.507256804690994e-09;0.0;4.997759872415098e-15;4.507256804690994e-09;0.07625407623561858;0.001701424787839025;1.148592146524272e-06;0.0014206083850839275;1.7068298279253716e-06;1.8180980366243623e-12;0.0028397595853026543;1.4851642977115819e-05;6.152904384791839e-05;0.0;1.354651788997567e-07;0.00016515458358319345;8.152483799790506e-09;7.165930634613096e-07;1.3382854179754623e-08;5.375756510007925e-15;0.0417740846495494;0.0;0.0;5.654590207943666e-09;0.0013443448654628523;9.838396583348553e-05;3.688676818843797e-07;1.7388747594879946e-09;1.1493861221141227e-06;4.341826218109781e-06;0.0036984003235924663;0.011311568289174317;2.7921360747154116e-05;2.1326867098790365e-05;0.2323618198502964;1.4077909015108183e-07;;;
