;location;database;code;name;reference product;unit;Hazardous (kg);natural resources;Gallium;Coke;Fluorspar;Rare earth;Indium;Copper;Europium;Tantalum;Vanadium;Latex;Scandium;Phosphate rock;Carbondioxide (kg);Titanium;Palladium;Nickel;Tin;Gold;Recycling (kg);Hydrogen;Electricity;Total (kg);Borates;Antimony;Cement;Strontium;Zirconium;Erbium;Uranium;Landfill (m3);Lithium;Petroleum;Tungsten;Platinum;Dysprosium;Incineration (m3);Hazardous (m3);Gadolinium;Selenium;Radioactive (m3);Natural gas;Incineration (kg);Graphite;Bauxite;Composting (kg);Cerium;Coal(black);Lead;Zinc;Digestion (m3);Silver;Openburning (kg);Cadmium;human health;Helium;Rhodium;Landfill (kg);Holmium;Beryllium;Tellurium;Aluminium;Coal(brown);Cobalt;ecosystem quality;Digestion (kg);Vegetable oil;Total (m3);Sand;Silicon;Magnesium;Water;Chromium;parameters full;emptied;log parameters
53b2b36a2c1d4b12a5ebc39f1dcffae2;World;ei_cutoff_3.9_remind_SSP5-PkBudg500_2050 2025-09-04;53b2b36a2c1d4b12a5ebc39f1dcffae2;market for clinker;clinker;kilogram;0.0014539456884545676;0.02728740927988208;1.8702645688985696e-10;0.017927916931046443;2.1493853780085688e-05;6.572922677326857e-07;2.681310229138996e-06;0.00045255374721832754;0.0;3.3143018989825514e-07;0.0;3.4200377438926214e-07;0.0;5.012930656113771e-05;1.538006214856522;9.034386675640353e-06;3.020694532551578e-10;-0.0012571008823222558;1.3051558368351575e-05;3.1861948797647523e-09;0.004160166956767376;0.00021382870007298399;0.00738907884956073;0.12845718159901331;1.1275841178459004e-06;-4.4503236287418863e-10;0.0019890344537357957;1.0109190526040841e-07;3.549541134162428e-08;0.0;2.7056244546470153e-07;2.3505099860965542e-12;2.1301469376830604e-05;0.03673894841639846;0.0;3.6652921247096634e-05;0.0;2.1154591188318827e-11;1.6031402129791371e-09;0.0;1.2038737550486588e-15;1.6031402129791371e-09;0.0351965574131429;0.001803517327498907;7.982224017166943e-07;0.000840055886739841;8.066774112433688e-07;3.3171253309833025e-12;0.03203082829280925;4.3811925130082524e-05;6.915352966819775e-05;0.0;1.6824908552900252e-07;3.425905538358716e-05;3.881857280394243e-09;9.160511678214303e-07;1.3536108868590926e-08;7.26282622318584e-15;0.05070919857440937;0.0;0.0;2.6876894023566525e-09;0.0005975300572951316;0.00018677246683876107;6.005574405573027e-07;2.1553002283114503e-09;5.423491657881981e-07;1.3277052726893284e-06;0.00023802670499589092;0.01545237290917834;2.074935733158172e-05;0.00020030579122894295;1.1872061121379576;1.0185739768748435e-07;;;
0654fa2a94bae92b96257ca44dc238ed;GLO;ei_cutoff_3.9_remind_SSP5-PkBudg500_2050 2025-09-04;0654fa2a94bae92b96257ca44dc238ed;market for poultry manure, fresh;poultry manure, fresh;kilogram;1.7343905445214224e-05;0.00023302089235645372;8.415644801554545e-12;0.0007175704466216728;2.1072833163469915e-06;6.503091472631376e-08;1.29379087623004e-07;2.1084816278258084e-05;0.0;2.4529899995942212e-08;0.0;2.9592838372316102e-08;0.0;3.5187298243184353e-06;0.004598507933460954;5.18338723108712e-07;2.379364705827693e-11;-5.2438790124480446e-05;5.397184976870111e-07;2.927349060504139e-10;7.258405048467335e-05;4.117980758949267e-05;0.0004945922014793463;0.016697707255908738;5.705324185202097e-08;-2.079180164993578e-11;9.145732218047326e-05;7.568930561117598e-10;7.178825558541921e-09;0.0;1.2647304268811522e-08;1.2097819709360005e-13;4.334451319424017e-06;0.0002851417634504919;0.0;4.247231043029534e-06;0.0;1.0888038414442376e-12;8.087718228561554e-11;0.0;5.246065571231651e-17;8.087718228561554e-11;0.00012710072031847945;3.7017496928585616e-05;6.216776093352937e-08;4.850490002108756e-05;2.4304081348229386e-08;6.669334804448099e-13;8.549014686097241e-05;3.4782593460620646e-06;2.032111456427066e-06;0.0;2.324065179820146e-08;1.2559838506243209e-06;2.2416068904867478e-10;8.928217522167903e-09;1.438676717843049e-09;7.867322051438426e-16;0.008070546383968893;0.0;0.0;1.554882600200785e-10;4.801522441822774e-05;2.7703800438802264e-06;1.1917414107217144e-07;1.943005891502893e-11;1.6284796463565155e-08;1.0045864859397935e-07;1.3134984873829724e-05;0.00021499521030439496;9.674627564838731e-07;1.1828804475180547e-06;0.007584222170670634;4.86837860498578e-09;;;
0aacdfd0d1a04c547801854b34911bfd;GLO;ei_cutoff_3.9_remind_SSP5-PkBudg500_2050 2025-09-04;0aacdfd0d1a04c547801854b34911bfd;market for adhesive mortar;adhesive mortar;kilogram;0.004368056098990945;0.13618225530002953;9.707194373840902e-10;0.09443580278657689;0.0010042963678385777;2.005486396747529e-05;1.3926129242872311e-05;0.004022108146300624;0.0;2.725226679526195e-06;0.0;1.2089769962671703e-06;0.0;0.0009514189771046007;0.40888401892794785;0.07847061876459381;3.1621770906760456e-09;-0.010103154410596477;8.961412605581845e-05;6.354303920754661e-08;0.028226080956663707;0.0018946854213345164;0.055338748994816965;1.3860671144999794;7.536985722495686e-06;-1.3549850299136894e-08;0.14146097934453078;5.420226275083226e-07;1.91461223321281e-07;0.0;3.079269201837024e-06;2.5655732174689123e-11;0.0001152869731869698;0.0813909046540768;0.0;0.00017754965849146482;0.0;2.3090160390845995e-10;1.7638667315463898e-08;0.0;6.291741597068967e-14;1.7638667315463898e-08;0.09272607979740742;0.011678481929847868;4.725224211202818e-06;0.006920823320589225;1.4765150335516232e-05;1.7773329512778118e-11;0.0928387244185245;0.0003280747460758124;0.0013639840752924198;0.0;1.0045778386190885e-06;0.0015546765205347985;4.092522939401797e-08;2.531154187884141e-06;4.427261042255382e-07;7.037775830646633e-14;0.5637492468427849;0.0;0.0;2.8463108588767714e-08;0.00693370091294322;0.002899512733335357;3.3407938582356062e-06;4.8101044469759765e-09;9.952112684152659e-06;9.222414005034022e-06;0.01080014294885426;0.03270976234493462;0.00011464290693743111;0.0001232386605084729;8.49076889020155;1.1612432071394743e-06;;;
914da383ee37147592732e6bdaf6c1dc;GLO;ei_cutoff_3.9_remind_SSP5-PkBudg500_2050 2025-09-04;914da383ee37147592732e6bdaf6c1dc;market for battery management system, for Li-ion battery;battery management system, for Li-ion battery;kilogram;0.5124623742661348;2.2710816125387057;5.923096017141622e-08;15.698623110831157;0.02984167424472036;0.0006752473649809925;0.0008372519236805718;1.2611620888923483;0.0;0.015929280814367026;0.0;0.00010363294893714718;0.0;0.04288552857514431;18.548550278424184;0.006619585492133614;1.5032533954493257e-05;-1.6279213281092026;0.03752559426864256;0.0002507868740487729;7.31530912126786;0.02635598084601972;9.12905058715378;89.70934895709073;0.00795832316093307;-4.084731969454339e-06;7.423509314447648;0.00013928973362502877;3.764925577777939e-06;0.0;0.00013900858468902496;1.2032948343102675e-09;0.002255431518216147;1.0521424628448184;0.0;0.021414046469815606;0.0;1.0829654181185807e-08;8.367469697752237e-07;0.0;1.4750083902170816e-12;8.367469697752237e-07;1.7395911138550275;1.0723914460501307;0.0005577602012208116;0.9531202836910599;0.0006396408622434009;3.4386288646215384e-10;1.9702155060755857;0.01965946966462774;0.4743780013041187;0.0;0.0012755143004882002;0.12469988506874716;1.8214399876612438e-06;0.0002331218101463219;0.0015123997048230116;1.5623487575950407e-12;18.74693940704173;0.0;0.0;1.2644760565286677e-06;0.8653097651528553;0.04435266325229755;7.147692577903808e-05;2.324846372907785e-07;0.00043021600835862713;0.00045002356332113873;0.32975592295562095;15.230515978568295;0.011730540817335017;0.014350263220154048;195.983597264896;0.0004129160913219443;;;
b97250cea52d4c3bd649d59e9141a6fc;RoW;ei_cutoff_3.9_remind_SSP5-PkBudg500_2050 2025-09-04;b97250cea52d4c3bd649d59e9141a6fc;market for sawlog and veneer log, paraná pine, measured as solid wood under bark;sawlog and veneer log, paraná pine, measured as solid wood under bark;cubic meter;1.8590907457987766;12.74408712648124;6.234439537490902e-07;28.289822904603717;0.032751541980672566;0.0010790406782190233;0.008860117480265915;0.8209937557666749;0.0;0.001092966755509582;0.0;0.0007814164420243865;0.0;0.10674819701585386;433.1623599257913;0.018985371195768225;9.473902964265772e-07;-2.048534400365557;0.01931544216871946;8.03695327072195e-06;3.3846133757458423;0.41234789955218737;8.927671041785446;215.25856120891416;0.0017169257840445032;-5.858471689859941e-07;2.4143904943909815;2.1920965907132127e-05;6.949349247471268e-05;0.0;0.0006228257668966334;5.2898707831366765e-09;0.04169755540904733;20.729117304970636;0.0;0.3092815813127731;0.0;4.76088400041758e-08;3.602269373995237e-06;0.0;1.6417870718643868e-12;3.602269373995237e-06;3.3016357444779416;2.376842410493471;0.0018492423723452738;0.9890695172667078;0.009597900699065708;6.43684854620385e-09;2.711470991139435;0.12915078467221183;0.06429780246764888;0.0;0.00038920597278702476;0.03809048588953878;1.263580687021027e-05;0.0036120290348310453;2.166576362514499e-05;1.4218535083409818e-11;95.73929860840536;0.0;0.0;8.747173857647318e-06;1.0337654227974404;0.05272460242852119;0.0011795619841491515;2.1123500266227116e-05;0.006480125320132106;0.22498374714475808;0.5290177368304247;5.688247837910798;0.05196971579675451;0.058332623958361016;808.6321558175141;0.000242688375433944;;;
67d4895270858309aad2da86ddf21466;GLO;ei_cutoff_3.9_remind_SSP5-PkBudg500_2050 2025-09-04;67d4895270858309aad2da86ddf21466;market for potassium carbonate;potassium carbonate;kilogram;0.004467966619122216;0.12410783901634201;3.2207791467453506e-09;0.25860187368685794;0.0013324217641783377;2.6486376257718812e-05;4.5940344290967776e-05;0.012650741020560616;0.0;9.213937575978763e-06;0.0;3.14481769775298e-06;0.0;0.0013515261988735151;0.66642405193272;0.0006250903286229283;1.1386687851124544e-08;-0.03765134580938298;0.0001872328382018616;2.5380983642252254e-07;0.1044203298326419;0.002696267787553011;0.1548841869227878;2.474447817577742;1.2598407728649866e-05;-1.7132295212834954e-08;0.05362101839868873;6.048499123532202e-07;4.7360353315237965e-07;0.0;9.941583962277841e-06;8.293741706598142e-11;0.00028738232720603764;0.07600993617878778;0.0;0.00046789659001282287;0.0;7.464367999387272e-10;5.640003621510522e-08;0.0;2.5202040470602803e-14;5.640003621510522e-08;0.28455842337943593;0.015793338731612525;1.5526219216089254e-05;0.01678060476239627;8.688410755330338e-06;4.321865563040828e-11;0.12899151520136196;0.00036183989920488425;0.001977514156052046;0.0;2.964934652896439e-06;0.0013269306820502644;1.3588435410311095e-07;3.985468726564653e-06;1.8473002901461056e-06;2.0587085556319806e-13;0.7910921846961456;0.0;0.0;9.450587107791304e-08;0.0161951605606728;0.0032361188510316935;7.973220090645387e-06;7.691706866363013e-09;5.814161018893984e-06;2.2060529541650742e-05;0.004471139211487002;0.09820694023006771;0.0003895024122910728;0.00032233341656801105;4.12621286446187;2.438704277450269e-06;;;
607239a9102d67d7108e464c65998c95;GLO;ei_cutoff_3.9_remind_SSP5-PkBudg500_2050 2025-09-04;607239a9102d67d7108e464c65998c95;market for stockpiling of anode slime from electrorefining of copper, anode;stockpiling of anode slime from electrorefining of copper, anode;kilogram;0.005802766500405159;0.29284774860942975;4.682627347818269e-09;0.5313954928800401;0.00439848189357573;7.976076290860425e-05;6.62126163076077e-05;1.2230987071085748;0.0;8.079702633326842e-06;0.0;3.7224297235308714e-05;0.0;0.010347505257770699;0.881279688938793;0.0021557833625494797;7.426665537270495e-09;-0.26802302827739466;0.00037195803899161227;8.270007142482621e-08;0.17705495798602822;0.0022258258862784463;3.596005689407145;4.097197835214306;1.6782933645135006e-05;-1.7977723801922194e-08;0.09463543689248258;2.649006422687135e-06;3.120489058515053e-07;0.0;1.2617805389725819e-05;1.2193571010612602e-10;0.00018773430415986315;0.07310283757867478;0.0;0.0005606586385018085;0.0;1.0974214590920233e-09;8.940071164781133e-08;0.0;3.2029997134132946e-14;8.940071164781133e-08;0.14000725856657856;0.017384708004966217;2.250054805827862e-05;0.03697389198547739;0.00017832377481582202;2.848464485503485e-11;0.13935749470440895;0.00045420708592526;0.0019920457896605262;0.0;2.5191209002913884e-06;0.002222851196569701;1.2176290175196005e-07;0.00010510929254125463;4.687709643076105e-07;4.803378852585779e-13;1.123799882045669;0.0;0.0;8.434671453604893e-08;0.033599556350609724;0.004870671767525772;5.402279567582177e-06;1.0381602753646854e-07;0.00012041765321096279;2.5693004597391345e-05;0.02444191143879364;0.4500720531222633;0.0005277291088145841;0.0013674241512011387;5.009449522483812;5.98391794431444e-06;;;
53dc8ecd9f80d1af96be8304d8264bda;GLO;ei_cutoff_3.9_remind_SSP5-PkBudg500_2050 2025-09-04;53dc8ecd9f80d1af96be8304d8264bda;market for polyvinylchloride, suspension polymerised;polyvinylchloride, suspension polymerised;kilogram;0.037725795204819924;0.381446721082489;1.6183222209977647e-09;0.1473582816840777;0.0007675569744160412;1.5351531144689997e-05;2.3073260415081407e-05;0.00786473293939789;0.0;5.075699786150119e-06;0.0;1.514825055043502e-06;0.0;0.0007938526619982432;0.29241987091167065;0.0003579117599169356;6.626950763139453e-09;-0.023880198248622517;0.00010781931237742669;1.5927352909211964e-07;0.07575505312416453;0.0021513861533640093;0.0913348756333262;1.5723697449236231;8.815016166171383e-06;-1.1648368047296504e-08;0.04080240807006309;4.169571991033812e-07;2.2922774833773068e-07;0.0;5.445514803148203e-06;4.4940553102363166e-11;0.00014099440421932918;0.03802890637749856;0.0;0.00020133899805257487;0.0;4.0446500303376e-10;3.216877391870722e-08;0.0;2.3599141580737486e-14;3.216877391870722e-08;0.28765316925037776;0.04623561738941341;8.289504915634108e-06;0.0098919151012932;5.0353457740304755e-06;2.1119103084961187e-11;0.07235148356148807;0.0001989425930887468;0.001340576905281404;0.0;1.530003525704626e-06;0.0012396624897520088;7.049629647627626e-08;3.2611001107454417e-06;1.1890789391447426e-06;4.691562605974418e-14;0.45322619330218605;0.0;0.0;4.903791198846651e-08;0.009449113959471756;0.0006160756546851849;3.8785082820052884e-06;6.480704160825022e-09;3.37217608404426e-06;9.259017489200635e-06;0.20374497919362783;0.06553514972875162;0.0002025388237785278;0.0001824496942600088;1.400066951398393;1.3569302833930476e-06;;;
02b09b70496df18e9d6274438fc679f7;GLO;ei_cutoff_3.9_remind_SSP5-PkBudg500_2050 2025-09-04;02b09b70496df18e9d6274438fc679f7;market for rye grain;rye grain;kilogram;0.0019072309806947197;0.04190063724830932;7.179857789334563e-10;0.10311385472647054;0.00019803807664249708;5.461938988390374e-06;1.0479870492248697e-05;0.0026055573789583214;0.0;1.7593863112094942e-06;0.0;2.570597837736485e-06;0.0;0.0656041893806006;0.4273564919197937;9.160216116140072e-05;1.9202169853524893e-09;-0.00786897675428745;5.296373237742619e-05;3.3824985666331874e-08;0.020079728126487097;0.0014789156106090652;0.03893054445763923;0.8943015839808183;7.869165410950608e-06;-4.28005425257948e-09;0.011918243071007487;1.5445085793355175e-07;2.591672174762074e-07;0.0;1.034992217896283e-06;9.177369916049071e-12;0.00017229059800427657;0.029202002460860743;0.0;0.0003200840883361015;0.0;8.259633437269682e-11;6.2169976847022e-09;0.0;4.871261120934556e-15;6.2169976847022e-09;0.0678087511726454;0.0056562771443437665;4.028645033977177e-06;0.003847328430152218;3.251504165243164e-06;2.3792657909654256e-11;0.024280475613190126;0.0003071597335186798;0.0005054411463482876;0.0;1.011941753284439e-06;0.0006371074377695705;1.7428750698987238e-08;2.225922713012946e-06;2.2007152073533862e-07;6.138181796793148e-14;0.3663038301166608;0.0;0.0;1.2082319941592315e-08;0.0038201724704109282;0.0019244389762953747;4.323906390621153e-06;2.649864578306123e-08;2.1629572161878902e-06;1.0482519744040777e-05;0.0012546229900426758;0.02477651338306857;7.997594151333415e-05;0.0001022142593080048;0.8455472163785203;1.0450919205209694e-06;;;
7a445365bdae302db23de8f4de423726;GLO;ei_cutoff_3.9_remind_SSP5-PkBudg500_2050 2025-09-04;7a445365bdae302db23de8f4de423726;market for sodium arsenide;sodium arsenide;kilogram;0.03499482851636028;0.10921331715528;3.925975190362113e-09;0.17930468336614294;0.00023138232341005105;6.8568854980690426e-06;5.5602490530839134e-05;0.02046037749259904;0.0;7.0230023712040474e-06;0.0;2.9982781922420602e-06;0.0;0.0005152825257541845;0.6917576154622076;0.00010950171734196332;6.595405897297511e-09;-0.015348173430704092;0.00022539377493118734;8.001486712537217e-08;0.048263218680780075;0.002233188495678975;1.4672950302942815;1.6130174624143092;4.0569453000204186e-05;-9.952284800896974e-06;0.03463297485774976;0.00034553204361510443;3.2145982650655617e-07;0.0;6.391431305731143e-06;5.488449508655275e-11;0.00019224486186339564;0.04422897759829973;0.0;0.00045390238432027076;0.0;4.939604864480771e-10;3.9771900887015445e-08;0.0;2.5377625351473246e-14;3.9771900887015445e-08;0.13402338230428557;0.132942241966626;1.4088149572658605e-05;0.011610850956043929;9.838526901184958e-06;2.915944431859051e-11;0.05539975106636061;0.008190255548521062;1.1532120957344234;0.0;2.799012749737405e-06;0.000908616997852032;1.069109811475684e-07;1.5791580372801174e-05;4.0570249239882586e-07;5.33523339904813e-14;0.585250074057766;0.0;0.0;7.417324918903559e-08;0.011577675141375105;0.0006343663123107017;5.343271008131865e-06;8.283766986357595e-09;6.596850605797553e-06;1.618685142387652e-05;0.009790102830128442;0.06450665843116304;0.00040129398476655383;0.0002197860726402113;8.474331586974806;7.330253375800166e-06;;;
